,id,phone,twitter,instagram,facebook,verified,checkins_count,users_count,tip_count,visits_count,url,price_tier,likes,rating,delivery_available,menu_available,specials_count,photos_count,here_now,listed,hours_days,attributes,Price,Credit Cards,Outdoor Seating,Wi-Fi,Brunch,Lunch,Dinner,Beer,Wine,Full Bar,Cocktails,Reservations,ATM,Breakfast,Dessert,Happy Hour,Wheelchair Accessible,TVs,Private Room,Live Music,Restroom,Jukebox,Music,Bar Service,Coat Check,Bar Snacks,Tasting Menu,Delivery,Street Parking,Valet Parking,BYO,Parking,Table Service,Public Lot
0,49e749fbf964a52086641fe3,3123724243,thegagechicago,,,True,,,336,,http://www.thegagechicago.com,3,879,9.0,1,1,0,981,0,843,"Mon–Thu: 11:00 AM–10:00 PM, Fri–Sun: 11:00 AM–Midnight","['Price: $$$', 'Credit Cards: Yes (incl. Discover & Visa)', 'Outdoor Seating: Yes', 'Wi-Fi: Yes', 'Brunch: Brunch', 'Lunch: Lunch', 'Dinner: Dinner', 'Beer: Beer', 'Wine: Wine', 'Full Bar: Full Bar', 'Cocktails: Cocktails']",$$$,Yes (incl. Discover & Visa),Yes,Yes,Brunch,Lunch,Dinner,Beer,Wine,Full Bar,Cocktails,,,,,,,,,,,,,,,,,,,,,,,
1,55669b9b498ee34e5249ea61,3127923502,cindysrooftop,,702271533235732,True,,,137,,http://cindysrooftop.com,3,617,9.2,0,1,0,920,0,1012,"Mon–Fri, Sun: 3:00 PM–2:00 AM, Sat: 3:00 PM–3:00 AM","['Price: $$$', 'Reservations: Yes', 'Credit Cards: Yes', 'Outdoor Seating: Yes', 'Wi-Fi: Yes', 'Brunch: Brunch', 'Lunch: Lunch', 'Dinner: Dinner', 'Beer: Beer', 'Wine: Wine', 'Full Bar: Full Bar', 'Cocktails: Cocktails', 'ATM: Yes']",$$$,Yes,Yes,Yes,Brunch,Lunch,Dinner,Beer,Wine,Full Bar,Cocktails,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
2,556b5527498e3bb54be5ff78,3127923515,cherrycirclecaa,,977784172240041,True,,,42,,http://www.cherrycircleroom.com,3,178,8.7,0,1,0,169,0,240,"Mon–Sun: 7:00 AM–2:30 PM, 5:00 PM–Midnight","['Price: $$$', 'Credit Cards: Yes (incl. Discover & Visa)', 'Outdoor Seating: No', 'Wi-Fi: Yes', 'Breakfast: Breakfast', 'Brunch: Brunch', 'Lunch: Lunch', 'Dinner: Dinner', 'Dessert: Dessert', 'Happy Hour: Happy Hour', 'Beer: Beer', 'Wine: Wine', 'Full Bar: Full Bar', 'Cocktails: Cocktails']",$$$,Yes (incl. Discover & Visa),No,Yes,Brunch,Lunch,Dinner,Beer,Wine,Full Bar,Cocktails,,,Breakfast,Dessert,Happy Hour,,,,,,,,,,,,,,,,,,
3,53d6f406498e54a8e8dfb7c4,3125780763,acantochicago,,773395659366479,False,,,22,,http://acantochicago.com,4,76,8.2,1,1,0,90,0,63,"Mon–Thu: 11:00 AM–8:00 PM, Fri–Sat: 11:00 AM–10:00 PM","['Price: $$$$', 'Credit Cards: Yes', 'Outdoor Seating: Yes', 'Wi-Fi: Yes', 'Brunch: Brunch', 'Wine: Wine', 'Full Bar: Full Bar', 'Cocktails: Cocktails']",$$$$,Yes,Yes,Yes,Brunch,,,,Wine,Full Bar,Cocktails,,,,,,,,,,,,,,,,,,,,,,,
4,4ac7958cf964a52036b820e3,3124438650,terzopianochi,,,True,,,51,,http://www.terzopianochicago.com,3,67,7.9,0,1,0,238,0,106,"Mon–Wed, Fri–Sat: 11:00 AM–3:00 PM, Thu: 11:00 AM–8:00 PM, Sun: 10:30 AM–3:00 PM","['Price: $$$', 'Credit Cards: Yes (incl. Discover & Visa)', 'Outdoor Seating: Yes', 'Wi-Fi: Free', 'Brunch: Brunch', 'Lunch: Lunch', 'Full Bar: Full Bar', 'Cocktails: Cocktails']",$$$,Yes (incl. Discover & Visa),Yes,Free,Brunch,Lunch,,,,Full Bar,Cocktails,,,,,,,,,,,,,,,,,,,,,,,
5,551192b1498e8695352d33e6,3127826000,remingtonschi,,,True,,,25,,http://remingtonschicago.com,4,89,8.1,0,1,0,88,0,22,"Mon–Thu: 11:30 AM–10:00 PM, Fri: 11:30 AM–11:00 PM, Sat: 10:00 AM–11:00 PM, Sun: 11:00 AM–9:00 PM","['Price: $$$$', 'Credit Cards: Yes (incl. Discover & Visa)', 'Outdoor Seating: Yes', 'Wi-Fi: Free', 'Brunch: Brunch', 'Lunch: Lunch', 'Dinner: Dinner', 'Full Bar: Full Bar', 'Cocktails: Cocktails', 'Wheelchair Accessible: Yes', 'TVs: Yes']",$$$$,Yes (incl. Discover & Visa),Yes,Free,Brunch,Lunch,Dinner,,,Full Bar,Cocktails,,,,,,Yes,Yes,,,,,,,,,,,,,,,,
6,4aa986ccf964a520115420e3,3123327005,italianvlg,,,True,,,85,,http://italianvillage-chicago.com,3,227,8.1,1,1,0,284,0,129,"Mon–Thu: 11:00 AM–Midnight, Fri–Sat: 11:00 AM–1:00 AM, Sun: Noon–Midnight","['Price: $$$', 'Reservations: Yes', 'Credit Cards: Yes (incl. Discover & Visa)', 'Outdoor Seating: No', 'Brunch: Brunch', 'Lunch: Lunch', 'Dinner: Dinner', 'Happy Hour: Happy Hour', 'Wine: Wine', 'Full Bar: Full Bar', 'Cocktails: Cocktails']",$$$,Yes (incl. Discover & Visa),No,,Brunch,Lunch,Dinner,,Wine,Full Bar,Cocktails,Yes,,,,Happy Hour,,,,,,,,,,,,,,,,,,
7,4b87e738f964a5200ad231e3,3123327005,,,,False,,,3,,http://italianvillage-chicago.com/la-cantina/,3,6,7.8,1,1,0,0,0,1,"Mon–Fri: 11:30 AM–2:30 PM, 5:00 PM–9:00 PM, Sat: 5:00 PM–10:00 PM","['Price: $$$', 'Credit Cards: Yes', 'Outdoor Seating: No']",$$$,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4b217e27f964a520be3c24e3,3123841900,rosebudchicago,,,True,,,40,,http://www.rosebudrestaurants.com,4,70,7.3,1,1,0,85,0,27,"Mon–Fri: 11:00 AM–11:00 PM, Sat: Noon–11:00 PM, Sun: 3:00 PM–9:00 PM","['Price: $$$$', 'Credit Cards: Yes (incl. Discover & Visa)', 'Outdoor Seating: Yes', 'Private Room: Yes', 'Live Music: Live Music', 'Happy Hour: Happy Hour', 'Wine: Wine', 'Full Bar: Full Bar', 'Cocktails: Cocktails']",$$$$,Yes (incl. Discover & Visa),Yes,,,,,,Wine,Full Bar,Cocktails,,,,,Happy Hour,,,Yes,Live Music,,,,,,,,,,,,,,
9,40b28c80f964a52035fb1ee3,3124284881,,,,False,,,18,,http://vivere-chicago.com,4,12,7.2,1,1,0,24,0,8,Mon–Fri: 11:30 AM–2:30 PM,"['Price: $$$$', 'Credit Cards: Yes (incl. Discover & Visa)', 'Dinner: Dinner']",$$$$,Yes (incl. Discover & Visa),,,,,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,57b4829e498e835ea9052845,3127834084,tabledonkeyinn,,297941803648302,False,,,2,,http://tabledonkeystick.com,3,11,6.8,0,0,0,13,0,0,Mon–Fri: 10:30 AM–7:00 PM,"['Price: $$$', 'Reservations: No', 'Credit Cards: Yes', 'Outdoor Seating: No', 'Beer: Beer', 'Wine: Wine', 'Restroom: Yes', 'Wheelchair Accessible: Yes', 'ATM: Yes']",$$$,Yes,No,,,,,Beer,Wine,,,No,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,
11,57b47a10498ec361b714dba8,,brownbagseafood,brownbagseafood,890043531125522,False,,,6,,http://brownbagseafood.com,3,20,6.5,0,0,0,15,0,3,Mon–Fri: 10:30 AM–7:00 PM,"['Price: $$$', 'Reservations: No', 'Credit Cards: Yes (incl. NFC Payments & American Express)', 'Outdoor Seating: No', 'Jukebox: Jukebox', 'Dinner: Dinner', 'Restroom: Yes', 'Wheelchair Accessible: Yes', 'ATM: Yes']",$$$,Yes (incl. NFC Payments & American Express),No,,,,Dinner,,,,,No,Yes,,,,Yes,,,,Yes,Jukebox,,,,,,,,,,,,
12,57cdd4f1498e735d5bb57d74,3127331314,,,1551879595124752,False,,,20,,https://elskerestaurant.com,3,24,8.6,0,0,0,79,0,236,"Wed, Sun: 6:00 PM–10:00 PM, Thu–Sat: 6:00 PM–11:00 PM","['Price: $$$', 'Reservations: Yes', 'Credit Cards: Yes', 'Outdoor Seating: No', 'Dinner: Dinner', 'Wine: Wine']",$$$,Yes,No,,,,Dinner,,Wine,,,Yes,,,,,,,,,,,,,,,,,,,,,,
13,587049ab4f417a4e33681969,,,,,False,,,10,,http://edenchicago.com,3,39,8.7,0,1,0,39,0,52,Wed–Sat: 5:00 PM–9:00 PM,"['Price: $$$', 'Credit Cards: Yes (incl. American Express & MasterCard)', 'Music: No', 'Beer: Beer', 'Wine: Wine', 'Full Bar: Full Bar', 'Cocktails: Cocktails', 'Bar Service: Bar Service', 'Coat Check: Yes', 'Restroom: Yes', 'Wheelchair Accessible: Yes']",$$$,Yes (incl. American Express & MasterCard),,,,,,Beer,Wine,Full Bar,Cocktails,,,,,,Yes,,,,Yes,,No,Bar Service,Yes,,,,,,,,,
14,56258c49498ee48ae176e5db,3127339420,swiftandsonschi,,1562748870677620,False,,,30,,http://www.swiftandsonschicago.com,3,49,9.0,1,1,0,126,0,189,"Mon–Thu: 4:30 PM–10:00 PM, Fri–Sat: 4:30 PM–Midnight, Sun: 4:30 PM–9:00 PM","['Price: $$$', 'Credit Cards: Yes (incl. Discover & Visa)', 'Outdoor Seating: No', 'Private Room: Yes', 'Music: Yes', 'Dinner: Dinner', 'Dessert: Dessert', 'Happy Hour: Happy Hour', 'Bar Snacks: Bar Snacks', 'Tasting Menu: Tasting Menu', 'Beer: Beer', 'Wine: Wine', 'Full Bar: Full Bar', 'Cocktails: Cocktails', 'Bar Service: Bar Service', 'Delivery: Delivery', 'Street Parking: Street', 'Valet Parking: Valet', 'Coat Check: Yes', 'Restroom: Yes', 'TVs: Yes']",$$$,Yes (incl. Discover & Visa),No,,,,Dinner,Beer,Wine,Full Bar,Cocktails,,,,Dessert,Happy Hour,,Yes,Yes,,Yes,,Yes,Bar Service,Yes,Bar Snacks,Tasting Menu,Delivery,Street,Valet,,,,
15,4ff31952e4b0af32b659d571,3126248363,two_chicago,,185466948208974,False,,,46,,http://113two.com,3,115,8.4,0,1,0,120,0,141,"Tue–Thu: 5:00 PM–10:00 PM, Fri–Sat: 5:00 PM–11:00 PM, Sun: 5:00 PM–9:00 PM","['Price: $$$', 'Credit Cards: Yes (incl. Discover & Visa)', 'Outdoor Seating: No', 'Brunch: Brunch', 'Dinner: Dinner', 'Beer: Beer', 'Full Bar: Full Bar', 'Cocktails: Cocktails']",$$$,Yes (incl. Discover & Visa),No,,Brunch,,Dinner,Beer,,Full Bar,Cocktails,,,,,,,,,,,,,,,,,,,,,,,
16,4c0bd6246071a593cfcee132,3122260858,nextrestaurant,,,False,,,56,,http://www.nextrestaurant.com,4,67,8.6,0,1,0,655,0,550,Wed–Sun: 5:30 PM–11:30 PM,"['Price: $$$$', 'Reservations: Yes', 'Credit Cards: Yes (incl. Discover & Visa)', 'Outdoor Seating: No', 'Dinner: Dinner', 'Wine: Wine', 'Cocktails: Cocktails']",$$$$,Yes (incl. Discover & Visa),No,,,,Dinner,,Wine,,Cocktails,Yes,,,,,,,,,,,,,,,,,,,,,,
17,56fc6a13498edeb9c07e3398,3127894896,roisterchicago,roisterchicago,1443147089319122,True,,,35,,http://roisterrestaurant.com,3,66,8.6,0,0,0,224,0,437,"Mon–Thu: 5:00 PM–9:00 PM, Fri–Sun: 10:00 AM–2:00 PM, 5:00 PM–10:00 PM","['Price: $$$', 'Reservations: Yes', 'Credit Cards: Yes', 'Outdoor Seating: No', 'Wi-Fi: Yes', 'Brunch: Brunch', 'Lunch: Lunch', 'Dinner: Dinner', 'Full Bar: Full Bar', 'Cocktails: Cocktails']",$$$,Yes,No,Yes,Brunch,Lunch,Dinner,,,Full Bar,Cocktails,Yes,,,,,,,,,,,,,,,,,,,,,,
18,50e26293e4b0eb1ff764981b,3127336900,fultonmarketkit,,642988739079397,True,,,21,,http://www.fultonmarketkitchen.com,3,150,8.8,0,1,0,163,0,167,"Wed–Thu: 5:00 PM–10:00 PM, Fri–Sat: 5:00 PM–11:00 PM","['Price: $$$', 'Credit Cards: Yes (incl. Discover & Visa)', 'Outdoor Seating: No', 'Wi-Fi: No', 'Dinner: Dinner', 'Full Bar: Full Bar', 'Cocktails: Cocktails']",$$$,Yes (incl. Discover & Visa),No,No,,,Dinner,,,Full Bar,Cocktails,,,,,,,,,,,,,,,,,,,,,,,
19,4e6f9c8da809952e23f1ac8a,3126386280,,,,False,,,21,,http://www.coldstoragechicago.com,3,51,7.9,0,1,0,90,0,81,"Mon–Thu: 11:00 AM–11:00 PM, Fri: 11:00 AM–Midnight, Sat: 10:00 AM–Midnight, Sun: 10:00 AM–10:30 PM","['Price: $$$', 'Credit Cards: Yes', 'Outdoor Seating: No', 'Happy Hour: Happy Hour', 'Beer: Beer', 'Full Bar: Full Bar', 'Cocktails: Cocktails']",$$$,Yes,No,,,,,Beer,,Full Bar,Cocktails,,,,,Happy Hour,,,,,,,,,,,,,,,,,,
20,5844f3c6d0bb3e5513a95002,3125664121,eatatmadison,,161973397534472,True,,,6,,http://www.eatatmadison.com,3,45,7.5,0,1,0,68,0,18,"Mon–Thu: 5:00 PM–10:30 PM, Fri: 5:00 PM–Midnight, Sat: 10:30 AM–Midnight, Sun: 10:30 AM–9:30 PM","['Price: $$$', 'Reservations: Yes', 'Credit Cards: Yes (incl. Discover & Visa)', 'Outdoor Seating: Yes', 'Dessert: Dessert', 'Happy Hour: Happy Hour', 'Beer: Beer', 'Wine: Wine', 'Full Bar: Full Bar', 'Cocktails: Cocktails']",$$$,Yes (incl. Discover & Visa),Yes,,,,,Beer,Wine,Full Bar,Cocktails,Yes,,,Dessert,Happy Hour,,,,,,,,,,,,,,,,,,
21,595668292e26800edb06c257,3127641908,citymouse_chi,citymousechicago,1925601597727995,False,,,7,,http://citymousechicago.com,3,69,7.3,0,1,0,50,0,59,Mon–Sun: 7:00 AM–3:00 PM,"['Price: $$$', 'Reservations: Yes', 'Credit Cards: Yes', 'Outdoor Seating: Yes', 'Wi-Fi: Yes', 'Breakfast: Breakfast', 'Brunch: Brunch', 'Lunch: Lunch', 'Dinner: Dinner', 'Happy Hour: Happy Hour']",$$$,Yes,Yes,Yes,Brunch,Lunch,Dinner,,,,,Yes,,Breakfast,,Happy Hour,,,,,,,,,,,,,,,,,,
22,4b6cc9e3f964a52081542ce3,3128502426,,,,True,,,6,,,4,7,7.2,0,1,0,10,0,10,Couldn't get hours.,"['Price: $$$$', 'Credit Cards: Yes (incl. Discover & Visa)', 'Outdoor Seating: Yes', 'Live Music: Live Music', 'Happy Hour: Happy Hour', 'Wine: Wine', 'Full Bar: Full Bar', 'Cocktails: Cocktails']",$$$$,Yes (incl. Discover & Visa),Yes,,,,,,Wine,Full Bar,Cocktails,,,,,Happy Hour,,,,Live Music,,,,,,,,,,,,,,
23,4a7b9022f964a52069eb1fe3,3127650524,mercatchicago,,,True,,,141,,http://www.mercatchicago.com,3,232,8.1,0,1,0,404,0,261,"Mon–Thu: 4:00 PM–11:00 PM, Fri: 4:00 PM–Midnight, Sat: 7:00 AM–Midnight, Sun: 7:00 AM–11:00 PM","['Price: $$$', 'Credit Cards: Yes (incl. Discover & Visa)', 'Outdoor Seating: Yes', 'Wi-Fi: No', 'Breakfast: Breakfast', 'Brunch: Brunch', 'Lunch: Lunch', 'Dinner: Dinner', 'Happy Hour: Happy Hour', 'Beer: Beer', 'Wine: Wine']",$$$,Yes (incl. Discover & Visa),Yes,No,Brunch,Lunch,Dinner,Beer,Wine,,,,,Breakfast,,Happy Hour,,,,,,,,,,,,,,,,,,
24,51f468be498e2c7ba8b1a563,3126248611,kurahchicago,,,True,,,25,,http://www.kurahchicago.com,3,52,7.5,1,1,0,69,0,40,"Mon–Thu: 11:30 AM–10:00 PM, Fri: 11:30 AM–11:00 PM, Sat: 9:00 AM–11:00 PM, Sun: 9:00 AM–9:00 PM","['Price: $$$', 'Credit Cards: Yes (incl. Discover & Visa)', 'Outdoor Seating: Yes', 'Private Room: Yes', 'Music: Yes', 'Wi-Fi: Free', 'Brunch: Brunch', 'Dinner: Dinner', 'Dessert: Dessert', 'Happy Hour: Happy Hour', 'Beer: Beer', 'Wine: Wine', 'Full Bar: Full Bar', 'Cocktails: Cocktails', 'Restroom: Yes']",$$$,Yes (incl. Discover & Visa),Yes,Free,Brunch,,Dinner,Beer,Wine,Full Bar,Cocktails,,,,Dessert,Happy Hour,,,Yes,,Yes,,Yes,,,,,,,,,,,
25,4ac40dfcf964a520069e20e3,3127861401,firehouserstrnt,,,True,,,38,,http://chicagofirehouse.com,4,48,7.4,0,1,0,167,0,52,"Mon–Wed: 4:00 PM–11:00 PM, Thu–Fri: 4:00 PM–Midnight, Sat: 3:00 PM–Midnight, Sun: 10:00 AM–11:00 PM","['Price: $$$$', 'Reservations: Yes', 'Credit Cards: Yes (incl. Discover & Visa)', 'Outdoor Seating: No', 'Wi-Fi: Free', 'Brunch: Brunch', 'Lunch: Lunch', 'Dinner: Dinner', 'Wine: Wine']",$$$$,Yes (incl. Discover & Visa),No,Free,Brunch,Lunch,Dinner,,Wine,,,Yes,,,,,,,,,,,,,,,,,,,,,,
26,56072920498ecac16609cdf6,3125881100,socialechi,,1613261832256857,False,,,7,,https://www.socialechicago.com,3,18,7.5,1,1,0,92,0,9,"Mon–Thu: 11:30 AM–10:00 PM, Fri: 11:00 AM–11:00 PM, Sat: 10:00 AM–11:00 PM, Sun: 10:00 AM–9:00 PM","['Price: $$$', 'Credit Cards: Yes', 'Outdoor Seating: Yes', 'Brunch: Brunch', 'Lunch: Lunch', 'Dinner: Dinner', 'Full Bar: Full Bar']",$$$,Yes,Yes,,Brunch,Lunch,Dinner,,,Full Bar,,,,,,,,,,,,,,,,,,,,,,,,
27,4edfec742c5bb0e03e446a40,3123609500,acadia_chicago,,279917168698151,True,,,53,,http://acadiachicago.com,4,113,8.2,0,1,0,216,0,407,"Wed–Thu: 5:30 PM–9:00 PM, Fri–Sat: 5:00 PM–11:00 PM, Sun: 5:00 PM–9:00 PM","['Price: $$$$', 'Credit Cards: Yes (incl. Discover & Visa)', 'Outdoor Seating: No', 'Wi-Fi: No', 'Dinner: Dinner', 'Beer: Beer', 'Wine: Wine', 'Full Bar: Full Bar', 'Cocktails: Cocktails', 'Street Parking: Street', 'Coat Check: Yes']",$$$$,Yes (incl. Discover & Visa),No,No,,,Dinner,Beer,Wine,Full Bar,Cocktails,,,,,,,,,,,,,,Yes,,,,Street,,,,,
28,4de69b012271d1d113e3d3eb,3125423601,bodegan5,,,False,,,9,,http://www.mercatchicago.com,4,10,7.6,0,1,0,18,0,16,"Mon–Thu: 6:30 AM–10:00 PM, Fri–Sat: 7:00 AM–11:00 PM, Sun: 7:00 AM–10:00 PM",['Price: $$$$'],$$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,5043ce54e4b08d5b62f9ceec,3127910788,,,,False,,,5,,,4,12,6.7,1,1,0,17,0,6,Mon–Sun: 11:30 AM–1:00 AM,"['Price: $$$$', 'Reservations: No', 'Outdoor Seating: No']",$$$$,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,
30,54a0b7eb498e19813223d06f,3122258833,,,,True,,,3,,http://www.chicagooysterhouse.com,3,21,7.4,1,0,0,25,0,13,Couldn't get hours.,['Price: $$$'],$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,4e18817cc65b6bfb590f3260,,,,,False,,,0,,,3,0,,0,0,0,0,0,0,Couldn't get hours.,['Price: $$$'],$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,5797f54a498ebad131ac5ba0,7736878568,,,,False,,,16,,http://cdvolpe.com,4,65,8.9,0,1,0,84,0,55,"Mon–Thu: 4:30 PM–10:00 PM, Fri: 4:30 PM–11:00 PM, Sat: 10:00 AM–11:00 PM, Sun: 10:00 AM–9:00 PM","['Price: $$$$', 'Wi-Fi: Yes', 'Brunch: Brunch', 'Lunch: Lunch', 'Dinner: Dinner', 'Restroom: Yes', 'Wheelchair Accessible: Yes']",$$$$,,,Yes,Brunch,Lunch,Dinner,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,
33,57e575a7498edc223c6efabd,7733278226,tucoandblondie,tucoandblondie,251209171882819,False,,,18,,http://tucoandblondie.com,3,57,8.0,1,1,0,66,0,43,"Mon–Thu: 11:00 AM–10:00 PM, Fri–Sat: 11:00 AM–11:59 PM, Sun: 10:00 AM–10:00 PM","['Price: $$$', 'Reservations: No', 'Credit Cards: Yes', 'Outdoor Seating: Yes', 'Wi-Fi: Free', 'Breakfast: Breakfast', 'Brunch: Brunch', 'Lunch: Lunch', 'Dinner: Dinner']",$$$,Yes,Yes,Free,Brunch,Lunch,Dinner,,,,,No,,Breakfast,,,,,,,,,,,,,,,,,,,,
34,4b78c82af964a52024e22ee3,7732486160,,,,False,,,30,,http://www.yoshiscafe.com/yoshiscafe,3,58,8.9,0,1,0,130,0,70,"Tue–Thu: 5:00 PM–10:30 PM, Fri–Sat: 5:00 PM–11:00 PM, Sun: 5:00 PM–9:30 PM","['Price: $$$', 'Reservations: Yes', 'Credit Cards: Yes (incl. American Express)', 'Outdoor Seating: Yes', 'Brunch: Brunch', 'Dinner: Dinner', 'Wine: Wine']",$$$,Yes (incl. American Express),Yes,,Brunch,,Dinner,,Wine,,,Yes,,,,,,,,,,,,,,,,,,,,,,
35,4b943d7af964a520977034e3,7733275475,,,,False,,,62,,http://cafeeltapatio.com,3,131,9.0,1,1,0,152,0,58,"Mon–Thu: 10:30 AM–9:30 PM, Fri–Sat: 11:00 AM–11:00 PM, Sun: 11:00 AM–9:00 PM","['Price: $$$', 'Credit Cards: Yes (incl. American Express)', 'Outdoor Seating: Yes', 'Lunch: Lunch', 'Dinner: Dinner', 'Full Bar: Full Bar', 'Cocktails: Cocktails']",$$$,Yes (incl. American Express),Yes,,,Lunch,Dinner,,,Full Bar,Cocktails,,,,,,,,,,,,,,,,,,,,,,,
